Date	 THigh    	TLow    	RelHum	SoilTemp	WindSpeed	SolarRad	Precip	ET	
12/21/2012	26.373	0.788	85.509	34.879	2.281	232.206	0	0.016	 
12/22/2012	38.421	6.008	87.127	34.642	3.912	216.026	0	0.029	 
12/23/2012	20.089	4.46	86.266	34.486	5.68	199.036	0	0.015	 
12/24/2012	17.132	5.162	82.559	34.248	8.735	179.164	0	0.019	 
12/25/2012	11.552	0.194	79.563	34	10.347	177.299	0	0.02	 
12/26/2012	13.694	-6.322	82.97	33.714	4.314	217.678	0	0.013	 
12/27/2012	22.795	1.85	89.514	33.558	5.914	108.498	0	0.015	 
12/28/2012	20.781	15.458	89.16	33.577	6.72	159.104	0	0.011	 
12/29/2012	24.571	-0.166	84.05	33.545	3.932	236.484	0	0.02	 
12/30/2012	40.185	6.944	74.886	33.401	6.603	173.701	0	0.054	 
12/31/2012	23.86	11.084	84.721	33.426	7.497	78.135	0	0.018	 
